,NOME,CPF,IDADE,VALOR_EMPRESTIMO,DATA_EMPRESTIMO,FAIXA_ETARIA,PRAZO_MESES,TAXAS_IDADE,DATA,TAXA_MENSAL_CDI,PRIMEIRA_PARCELA_EMPRESTIMO,AMORTIZACAO
108415,Priscila Souza Cunha,490.756.067-29,75,226851.0,2024-06-05,71-75,48,0.33,2024-06-05,0.87,6244.65,3522.44
143610,Marcelo Cunha Oliveira,844.094.920-04,57,109987.0,2024-06-05,56-60,84,0.071,2024-06-05,0.87,1900.17,865.19
95424,Gabriel Matos Pereira,793.352.798-11,18,170271.0,2024-06-04,15-20,84,0.0065,2024-06-04,0.87,2872.48,1380.05
65192,Leticia Pereira Maia,398.971.678-62,22,273671.0,2024-06-04,21-25,36,0.0073,2024-06-04,0.87,8898.54,6497.62
4459,Marcelo Matos Maia,479.063.147-86,96,224291.0,2024-06-03,91+,84,2.79,2024-06-03,0.87,8630.45,421.4
50475,Noemi Silva Matos,363.432.084-29,85,144115.0,2024-06-04,81-85,108,0.838,2024-06-04,0.87,2932.31,470.83
9070,Marcelo Ferreira Sande,300.702.629-69,74,219201.0,2024-06-03,71-75,108,0.33,2024-06-03,0.87,3631.88,1001.47
180315,Fatima Santos Sande,169.919.214-67,31,88612.0,2024-06-06,31-35,60,0.0095,2024-06-06,0.87,1906.99,1127.65
137898,Samuel Oliveira Santos,989.668.139-25,68,236292.0,2024-06-05,66-70,72,0.18,2024-06-05,0.87,4693.61,2212.54
188007,Fatima Rodrigues Prenda,625.556.242-52,68,230317.0,2024-06-06,66-70,96,0.18,2024-06-06,0.87,3819.65,1401.32
59866,Noemi Maia Prenda,393.728.362-57,75,295542.0,2024-06-04,71-75,96,0.33,2024-06-04,0.87,5201.51,1655.01
53679,Daniel Maia Ferreira,635.038.046-09,91,287163.0,2024-06-04,91+,96,2.79,2024-06-04,0.87,10854.46,344.29
177348,Igor Sande Maia,654.617.359-08,50,51086.0,2024-06-06,46-50,108,0.033,2024-06-06,0.87,742.55,281.24
21790,Gloria Cristina Albernaz,857.867.368-90,54,240812.0,2024-06-03,51-55,108,0.05,2024-06-03,0.87,3527.41,1311.94
101306,Augusto Rodrigues Matos,294.612.251-48,83,100269.0,2024-06-05,81-85,96,0.838,2024-06-05,0.87,2132.07,419.48
135937,Pedro Pereira Cunha,230.955.542-81,69,199246.0,2024-06-05,66-70,120,0.18,2024-06-05,0.87,2928.13,836.05
43370,Igor Rodrigues Matos,477.251.923-87,60,183322.0,2024-06-03,56-60,48,0.071,2024-06-03,0.87,4764.09,3039.03
113432,Samuel Santos Oliveira,204.328.977-20,61,25574.0,2024-06-05,61-65,60,0.111,2024-06-05,0.87,565.94,315.06
45909,Ana Ferreira Matos,081.175.471-55,18,242064.0,2024-06-03,15-20,48,0.0065,2024-06-03,0.87,6199.76,4078.07
51448,Fatima Cunha Prenda,224.079.367-87,85,82029.0,2024-06-04,81-85,108,0.838,2024-06-04,0.87,1669.04,267.98
99757,Samuel Ferreira Albernaz,032.992.895-35,81,66449.0,2024-06-05,81-85,36,0.838,2024-06-05,0.87,2486.31,1351.36
57211,Alexandre Ferreira Sande,749.562.115-03,92,116793.0,2024-06-04,91+,108,2.79,2024-06-04,0.87,4364.56,89.94
11872,João Rodrigues Albernaz,652.880.357-92,65,113678.0,2024-06-03,61-65,60,0.111,2024-06-03,0.87,2515.63,1400.45
106801,Irani Ferreira Souza,209.816.567-65,91,252847.0,2024-06-05,91+,48,2.79,2024-06-05,0.87,11259.51,2005.31
8351,Gabriel Albernaz Rodrigues,449.756.141-03,99,223780.0,2024-06-03,91+,72,2.79,2024-06-03,0.87,8855.97,665.62
158319,José Rodrigues Rodrigues,300.555.186-56,74,177914.0,2024-06-06,71-75,60,0.33,2024-06-06,0.87,4176.73,2041.76
135530,Ana Albernaz Maia,774.012.778-75,88,76400.0,2024-06-05,86-90,96,1.27,2024-06-05,0.87,1881.38,246.42
83837,Samuel Ferreira Albernaz,037.540.213-62,88,52049.0,2024-06-04,86-90,108,1.27,2024-06-04,0.87,1239.8,125.95
103876,Irani Oliveira Costa,550.843.493-30,94,221280.0,2024-06-05,91+,108,2.79,2024-06-05,0.87,8269.24,170.39
101186,Pedro Maia Santos,918.474.548-79,85,81965.0,2024-06-05,81-85,96,0.838,2024-06-05,0.87,1742.87,342.91
99349,Samuel Silva Rodrigues,723.951.902-33,78,94158.0,2024-06-04,76-80,48,0.51,2024-06-04,0.87,2695.55,1396.17
194171,Fatima Ferreira Prenda,975.711.002-75,57,71806.0,2024-06-06,56-60,120,0.071,2024-06-06,0.87,1001.03,325.34
174395,Priscila Pereira Souza,291.270.636-07,44,236259.0,2024-06-06,41-45,72,0.0195,2024-06-06,0.87,4457.62,2356.1
101350,Alexandre Matos Pereira,732.357.394-75,84,108518.0,2024-06-05,81-85,48,0.838,2024-06-05,0.87,3330.99,1477.5
72250,Augusto Santos Oliveira,635.624.845-93,52,278290.0,2024-06-04,51-55,60,0.05,2024-06-04,0.87,6056.25,3495.98
14519,Fatima Costa Costa,240.739.386-49,63,170354.0,2024-06-03,61-65,36,0.111,2024-06-03,0.87,5639.66,3968.49
139560,João Sande Rodrigues,820.414.966-22,40,227119.0,2024-06-05,36-40,84,0.0112,2024-06-05,0.87,3838.19,1836.82
87409,Alexandre Santos Silva,499.848.413-32,70,91206.0,2024-06-04,66-70,36,0.18,2024-06-04,0.87,3055.55,2097.89
155598,Ana Costa Rodrigues,894.749.329-56,98,175236.0,2024-06-06,91+,48,2.79,2024-06-06,0.87,7803.42,1389.78
62268,Fatima Rodrigues Albernaz,962.839.838-55,65,112250.0,2024-06-04,61-65,36,0.111,2024-06-04,0.87,3716.09,2614.92
16674,Telma Prenda Albernaz,180.314.629-09,23,272554.0,2024-06-03,21-25,36,0.0073,2024-06-03,0.87,8862.22,6471.1
133362,Daniel Prenda Matos,194.187.238-75,88,186606.0,2024-06-05,86-90,60,1.27,2024-06-05,0.87,5551.77,1558.4
109125,Irani Silva Pereira,194.775.403-31,71,245008.0,2024-06-05,71-75,84,0.33,2024-06-05,0.87,4645.76,1705.66
39748,Maria Sant' Anna Albernaz,609.499.026-91,36,183627.0,2024-06-03,36-40,48,0.0112,2024-06-03,0.87,4708.07,3089.95
119432,Igor Souza Santos,939.287.217-80,30,238962.0,2024-06-05,26-30,72,0.0091,2024-06-05,0.87,4493.44,2392.73
36728,Noemi Costa Matos,799.834.099-17,68,39635.0,2024-06-03,66-70,84,0.18,2024-06-03,0.87,712.45,296.28
161247,Leticia Oliveira Matos,383.855.337-37,64,22933.0,2024-06-06,61-65,84,0.111,2024-06-06,0.87,402.04,177.07
193546,Pedro Ferreira Costa,225.501.347-96,57,151465.0,2024-06-06,56-60,36,0.071,2024-06-06,0.87,4979.74,3554.45
84881,Marcelo Sande Sande,897.274.382-88,89,32331.0,2024-06-04,86-90,96,1.27,2024-06-04,0.87,796.16,104.28
83712,Gabriel Cristina Sande,493.125.157-99,86,196238.0,2024-06-04,86-90,96,1.27,2024-06-04,0.87,4832.44,632.95
100974,Telma Albernaz Prenda,069.722.045-18,82,98629.0,2024-06-05,81-85,84,0.838,2024-06-05,0.87,2219.73,535.15
73423,Fatima Albernaz Albernaz,810.003.778-73,54,68708.0,2024-06-04,51-55,72,0.05,2024-06-04,0.87,1309.2,677.09
135350,Ana Rodrigues Pereira,867.842.229-70,86,174794.0,2024-06-05,86-90,36,1.27,2024-06-05,0.87,7012.8,3272.21
93796,Samuel Sant' Anna Silva,485.068.770-91,57,70495.0,2024-06-04,56-60,96,0.071,2024-06-04,0.87,1118.5,455.14
104380,João Cunha Sant' Anna,638.544.782-08,96,262535.0,2024-06-05,91+,60,2.79,2024-06-05,0.87,10865.96,1257.18
195624,Maria Prenda Santos,394.090.131-86,18,235292.0,2024-06-06,15-20,120,0.0065,2024-06-06,0.87,3177.28,1114.95
71460,Irani Sant' Anna Souza,549.103.204-23,53,162890.0,2024-06-04,51-55,48,0.05,2024-06-04,0.87,4213.14,2714.55
77758,Rosimeri Albernaz Santos,157.077.877-98,46,156064.0,2024-06-04,46-50,36,0.033,2024-06-04,0.87,5097.22,3687.96
96463,Priscila Oliveira Maia,317.007.625-67,76,43076.0,2024-06-04,76-80,120,0.51,2024-06-04,0.87,736.68,142.23
161214,Fatima Cristina Albernaz,876.644.014-96,65,149112.0,2024-06-06,61-65,120,0.111,2024-06-06,0.87,2119.72,656.93
28747,Irani Albernaz Souza,776.246.271-67,50,141624.0,2024-06-03,46-50,120,0.033,2024-06-03,0.87,1937.75,658.89
69610,Noemi Prenda Ferreira,430.564.179-88,30,201497.0,2024-06-04,26-30,108,0.0091,2024-06-04,0.87,2897.08,1125.72
27188,Charles Albernaz Rodrigues,203.799.205-06,49,115084.0,2024-06-03,46-50,84,0.033,2024-06-03,0.87,1960.61,921.4
58183,Igor Ferreira Prenda,323.825.980-69,98,166295.0,2024-06-04,91+,120,2.79,2024-06-04,0.87,6168.98,82.58
102600,José Matos Silva,756.881.333-92,94,253391.0,2024-06-05,91+,48,2.79,2024-06-05,0.87,11283.74,2009.63
113532,Igor Santos Rodrigues,709.996.641-31,62,127730.0,2024-06-05,61-65,60,0.111,2024-06-05,0.87,2826.59,1573.56
38262,Daniel Sande Sande,437.623.369-20,66,83976.0,2024-06-03,66-70,72,0.18,2024-06-03,0.87,1668.07,786.32
69414,Gloria Albernaz Costa,183.019.659-67,26,158180.0,2024-06-04,26-30,84,0.0091,2024-06-04,0.87,2671.08,1280.52
158346,Alexandre Sande Oliveira,911.326.547-42,73,81119.0,2024-06-06,71-75,48,0.33,2024-06-06,0.87,2233.01,1259.58
6323,Leticia Santos Sant' Anna,172.341.127-23,96,138321.0,2024-06-03,91+,84,2.79,2024-06-03,0.87,5322.43,259.88
127397,Daniel Prenda Costa,748.692.763-21,49,270144.0,2024-06-05,46-50,84,0.033,2024-06-05,0.87,4602.26,2162.86
31059,José Oliveira Oliveira,586.701.416-98,34,148039.0,2024-06-03,31-35,96,0.0095,2024-06-03,0.87,2290.0,988.0
124383,Telma Souza Maia,225.141.076-79,44,55963.0,2024-06-05,41-45,84,0.0195,2024-06-05,0.87,948.66,450.87
180655,Leticia Costa Cristina,883.204.597-45,32,104963.0,2024-06-06,31-35,72,0.0095,2024-06-06,0.87,1973.98,1050.83
48922,Maria Matos Cristina,998.856.645-05,78,73865.0,2024-06-03,76-80,48,0.51,2024-06-03,0.87,2114.6,1095.26
142740,Maria Sant' Anna Silva,501.933.048-56,57,20709.0,2024-06-05,56-60,120,0.071,2024-06-05,0.87,288.7,93.83
101472,Daniel Santos Sant' Anna,916.280.138-42,85,25111.0,2024-06-05,81-85,120,0.838,2024-06-05,0.87,493.57,64.67
83818,Noemi Sande Albernaz,257.658.102-17,90,110237.0,2024-06-04,86-90,48,1.27,2024-06-04,0.87,3697.08,1338.01
131925,Samuel Ferreira Costa,678.899.264-99,35,149086.0,2024-06-05,31-35,72,0.0095,2024-06-05,0.87,2803.77,1492.56
161518,Igor Sant' Anna Cristina,327.560.402-31,62,274508.0,2024-06-06,61-65,120,0.111,2024-06-06,0.87,3902.3,1209.38
32269,Alexandre Pereira Maia,017.811.419-75,34,195145.0,2024-06-03,31-35,36,0.0095,2024-06-03,0.87,6347.66,4631.36
25866,Rosimeri Prenda Albernaz,107.435.438-90,45,118696.0,2024-06-03,41-45,36,0.0195,2024-06-03,0.87,3867.66,2811.86
184383,Fatima Silva Prenda,718.327.165-03,88,126279.0,2024-06-06,86-90,84,1.27,2024-06-06,0.87,3251.44,549.07
183109,Marcelo Maia Souza,821.352.678-30,86,100670.0,2024-06-06,86-90,84,1.27,2024-06-06,0.87,2592.05,437.71
77856,Pedro Matos Ferreira,353.123.140-56,48,90067.0,2024-06-04,46-50,120,0.033,2024-06-04,0.87,1232.33,419.02
91432,Maria Cunha Rodrigues,610.999.638-69,38,175905.0,2024-06-04,36-40,108,0.0112,2024-06-04,0.87,2531.55,981.48
137153,Gloria Cunha Ferreira,590.643.158-68,67,130039.0,2024-06-05,66-70,36,0.18,2024-06-05,0.87,4356.52,2991.11
130439,Igor Ferreira Costa,243.254.682-26,35,103528.0,2024-06-05,31-35,84,0.0095,2024-06-05,0.87,1748.47,837.94
97197,José Silva Oliveira,676.390.490-83,78,248915.0,2024-06-04,76-80,36,0.51,2024-06-04,0.87,8820.09,5385.06
138588,Pedro Ferreira Silva,490.421.906-63,67,34114.0,2024-06-05,66-70,72,0.18,2024-06-05,0.87,677.63,319.43
111145,Pedro Silva Sande,014.360.066-43,71,187150.0,2024-06-05,71-75,36,0.33,2024-06-05,0.87,6432.76,4186.96
118304,Samuel Costa Costa,749.996.973-86,30,109522.0,2024-06-05,26-30,60,0.0091,2024-06-05,0.87,2356.73,1393.92
104307,Leticia Souza Sande,846.382.632-67,98,296347.0,2024-06-05,91+,48,2.79,2024-06-05,0.87,13196.61,2350.31
57451,Carlos Sande Oliveira,281.136.810-86,95,74294.0,2024-06-04,91+,48,2.79,2024-06-04,0.87,3308.38,589.22
5126,Gloria Cunha Souza,520.319.438-63,92,81752.0,2024-06-03,91+,96,2.79,2024-06-03,0.87,3090.14,98.02
1240,Telma Sande Souza,460.954.165-31,81,209621.0,2024-06-03,81-85,72,0.838,2024-06-03,0.87,5081.46,1501.13
29234,Samuel Silva Sande,492.825.488-05,46,146688.0,2024-06-03,46-50,96,0.033,2024-06-03,0.87,2291.28,966.69
85027,Igor Costa Oliveira,606.709.917-91,86,194510.0,2024-06-04,86-90,84,1.27,2024-06-04,0.87,5008.25,845.74
165818,Marcelo Albernaz Ferreira,076.350.671-09,25,231135.0,2024-06-06,21-25,36,0.0073,2024-06-06,0.87,7515.46,5487.71
124624,Rosimeri Pereira Albernaz,012.657.053-13,43,252479.0,2024-06-05,41-45,108,0.0195,2024-06-05,0.87,3647.37,1401.57
191442,Leticia Prenda Costa,443.989.659-63,36,32434.0,2024-06-06,36-40,108,0.0112,2024-06-06,0.87,466.78,180.97
78066,Marcelo Albernaz Prenda,850.356.177-85,49,220718.0,2024-06-04,46-50,108,0.033,2024-06-04,0.87,3208.21,1215.13
193893,Gabriel Matos Sande,884.306.080-52,56,243970.0,2024-06-06,56-60,108,0.071,2024-06-06,0.87,3607.77,1312.01
80734,Priscila Cunha Costa,447.751.067-59,31,297760.0,2024-06-04,31-35,120,0.0095,2024-06-04,0.87,4026.83,1408.03
59485,Daniel Santos Oliveira,550.623.826-61,75,23568.0,2024-06-04,71-75,120,0.33,2024-06-04,0.87,371.62,88.8
18085,Rosimeri Costa Maia,443.935.846-27,28,226916.0,2024-06-03,26-30,84,0.0091,2024-06-03,0.87,3831.78,1836.96
145527,Maria Santos Sande,732.877.344-82,18,190716.0,2024-06-05,15-20,120,0.0065,2024-06-05,0.87,2575.35,903.72
76242,Augusto Oliveira Sant' Anna,325.121.357-13,41,283290.0,2024-06-04,41-45,60,0.0195,2024-06-04,0.87,6113.45,3593.59
119883,Carlos Santos Matos,454.888.365-78,29,125294.0,2024-06-05,26-30,36,0.0091,2024-06-05,0.87,4075.27,2973.81
42953,Pedro Matos Albernaz,274.829.147-65,56,179102.0,2024-06-03,56-60,96,0.071,2024-06-03,0.87,2841.7,1156.35
119945,Marcelo Sant' Anna Cunha,665.015.883-67,28,195754.0,2024-06-05,26-30,72,0.0091,2024-06-05,0.87,3680.96,1960.09
76914,Fatima Cristina Pereira,675.567.564-40,49,111110.0,2024-06-04,46-50,108,0.033,2024-06-04,0.87,1615.02,611.7
164832,Carlos Costa Costa,113.458.130-07,22,63688.0,2024-06-06,21-25,36,0.0073,2024-06-06,0.87,2070.84,1512.11
161767,Pedro Cunha Silva,301.551.669-80,61,67488.0,2024-06-06,61-65,36,0.111,2024-06-06,0.87,2234.23,1572.17
103325,José Oliveira Rodrigues,633.191.345-90,96,43820.0,2024-06-05,91+,36,2.79,2024-06-05,0.87,2209.58,605.77
174690,Augusto Santos Ferreira,008.775.213-10,44,227129.0,2024-06-06,41-45,48,0.0195,2024-06-06,0.87,5834.37,3814.06
190344,Rosimeri Santos Albernaz,243.418.143-03,36,39308.0,2024-06-06,36-40,84,0.0112,2024-06-06,0.87,664.28,317.9
89071,Maria Ferreira Albernaz,297.851.063-30,38,274308.0,2024-06-04,36-40,48,0.0112,2024-06-04,0.87,7033.07,4615.87
192020,Samuel Pereira Sant' Anna,200.403.165-48,56,84529.0,2024-06-06,56-60,48,0.071,2024-06-06,0.87,2196.7,1401.28
117124,Alexandre Oliveira Sande,003.768.557-03,24,144015.0,2024-06-05,21-25,96,0.0073,2024-06-05,0.87,2225.72,962.28
66208,Carlos Pereira Maia,131.304.735-05,24,225588.0,2024-06-04,21-25,48,0.0073,2024-06-04,0.87,5778.82,3799.74
91192,Daniel Sant' Anna Oliveira,227.831.496-30,37,50173.0,2024-06-04,36-40,120,0.0112,2024-06-04,0.87,679.1,236.98
123582,Augusto Maia Matos,342.374.209-73,41,206315.0,2024-06-05,41-45,72,0.0195,2024-06-05,0.87,3892.65,2057.48
172320,Leticia Prenda Rodrigues,913.898.527-68,55,60113.0,2024-06-06,51-55,48,0.05,2024-06-06,0.87,1554.82,1001.78
74133,Noemi Sant' Anna Costa,329.903.947-45,42,289023.0,2024-06-04,41-45,60,0.0195,2024-06-04,0.87,6237.17,3666.31
150842,João Oliveira Oliveira,728.908.182-09,81,104649.0,2024-06-06,81-85,120,0.838,2024-06-06,0.87,2056.93,269.53
68858,Pedro Matos Matos,167.033.361-21,28,237878.0,2024-06-04,26-30,108,0.0091,2024-06-04,0.87,3420.16,1328.97
182906,Telma Albernaz Cristina,374.568.498-20,86,193551.0,2024-06-06,86-90,48,1.27,2024-06-06,0.87,6491.22,2349.23
193226,Rosimeri Oliveira Rodrigues,551.184.989-88,57,150108.0,2024-06-06,56-60,60,0.071,2024-06-06,0.87,3284.555496944603,1873.09
34893,Ana Oliveira Costa,808.708.994-49,87,253648.0,2024-06-03,86-90,72,1.27,2024-06-03,0.87,6938.78,1510.71
185200,Gabriel Oliveira Albernaz,523.480.383-07,89,133149.0,2024-06-06,86-90,120,1.27,2024-06-06,0.87,3093.11,243.72
110936,Carlos Cunha Maia,552.929.653-08,72,191384.0,2024-06-05,71-75,96,0.33,2024-06-05,0.87,3368.34,1071.73
85988,José Pereira Cristina,771.871.871-90,66,68284.0,2024-06-04,66-70,60,0.18,2024-06-04,0.87,1539.72,822.74
156306,Pedro Maia Costa,442.320.866-09,94,133135.0,2024-06-06,91+,36,2.79,2024-06-06,0.87,6713.2,1840.46
53954,Maria Ferreira Rodrigues,880.048.971-00,94,282755.0,2024-06-04,91+,60,2.79,2024-06-04,0.87,11702.83,1354.0
160796,Samuel Silva Ferreira,182.934.055-70,75,29823.0,2024-06-06,71-75,120,0.33,2024-06-06,0.87,470.25,112.37
110827,João Rodrigues Souza,204.551.550-89,75,148752.0,2024-06-05,71-75,108,0.33,2024-06-05,0.87,2464.63,679.61
152764,Telma Sant' Anna Sant' Anna,622.642.278-50,94,263222.0,2024-06-06,91+,48,2.79,2024-06-06,0.87,11721.52,2087.59
109100,Alexandre Costa Sande,145.179.187-93,74,251176.0,2024-06-05,71-75,84,0.33,2024-06-05,0.87,4762.72,1748.61
167279,Priscila Silva Oliveira,200.568.207-12,25,128098.0,2024-06-06,21-25,48,0.0073,2024-06-06,0.87,3281.45,2157.65
75452,Telma Costa Prenda,870.996.106-27,43,59307.0,2024-06-04,41-45,96,0.0195,2024-06-04,0.87,921.22,393.68
31967,Daniel Pereira Cunha,687.577.281-78,33,63482.0,2024-06-03,31-35,60,0.0095,2024-06-03,0.87,1366.17,807.85
108995,Rosimeri Pereira Santos,085.370.961-05,74,214533.0,2024-06-05,71-75,96,0.33,2024-06-05,0.87,3775.76,1201.36
175414,João Sande Ferreira,855.553.410-08,41,233346.0,2024-06-06,41-45,120,0.0195,2024-06-06,0.87,3171.43,1095.82
139208,Irani Rodrigues Sant' Anna,993.354.398-94,38,162608.0,2024-06-05,36-40,96,0.0112,2024-06-05,0.87,2517.14,1084.24
10711,Samuel Sant' Anna Santos,616.874.172-02,74,58149.0,2024-06-03,71-75,120,0.33,2024-06-03,0.87,916.9,219.11
100385,Daniel Silva Souza,864.654.521-03,81,85092.0,2024-06-05,81-85,36,0.838,2024-06-05,0.87,3183.87,1730.5
43087,José Souza Oliveira,059.394.862-90,56,193766.0,2024-06-03,56-60,84,0.071,2024-06-03,0.87,3347.57,1524.23
5597,Leticia Prenda Souza,560.919.151-34,99,198112.0,2024-06-03,91+,48,2.79,2024-06-03,0.87,8822.11,1571.21
3360,Samuel Santos Sande,412.984.439-38,92,138181.0,2024-06-03,91+,96,2.79,2024-06-03,0.87,5223.1,165.68
132382,João Albernaz Cunha,073.112.365-41,31,283161.0,2024-06-05,31-35,96,0.0095,2024-06-05,0.87,4380.18,1889.78
32392,Priscila Sant' Anna Pereira,017.946.186-94,31,34994.0,2024-06-03,31-35,60,0.0095,2024-06-03,0.87,753.09,445.32
114484,Daniel Pereira Santos,955.219.918-24,23,163697.0,2024-06-05,21-25,120,0.0073,2024-06-05,0.87,2211.38,775.27
56625,José Souza Albernaz,093.020.201-50,91,267084.0,2024-06-04,91+,36,2.79,2024-06-04,0.87,13467.45,3692.18
130242,Carlos Oliveira Matos,093.628.536-20,34,139197.0,2024-06-05,31-35,84,0.0095,2024-06-05,0.87,2350.88,1126.64
10798,Ana Albernaz Sant' Anna,840.732.847-20,75,257447.0,2024-06-03,71-75,48,0.33,2024-06-03,0.87,7086.89,3997.53
149245,Rosimeri Santos Souza,110.543.794-91,76,261113.0,2024-06-05,76-80,96,0.51,2024-06-05,0.87,4924.47,1321.11
36097,João Ferreira Ferreira,416.861.997-40,66,187891.0,2024-06-03,66-70,36,0.18,2024-06-03,0.87,6294.65,4321.79
68864,Ana Cristina Costa,442.274.130-60,29,43310.0,2024-06-04,26-30,108,0.0091,2024-06-04,0.87,622.7,241.96
15810,Leticia Costa Silva,116.374.718-15,21,283579.0,2024-06-03,21-25,84,0.0073,2024-06-03,0.87,4785.41,2297.57
66090,Ana Cristina Pereira,384.764.303-70,24,283261.0,2024-06-04,21-25,108,0.0073,2024-06-04,0.87,4069.32,1584.27
97000,Marcelo Rodrigues Albernaz,338.510.228-66,80,193293.0,2024-06-04,76-80,108,0.51,2024-06-04,0.87,3453.4,785.96
67727,Irani Albernaz Albernaz,203.425.368-00,26,76187.0,2024-06-04,26-30,48,0.0091,2024-06-04,0.87,1952.46,1282.7
167330,Gabriel Rodrigues Rodrigues,947.166.490-08,26,33498.0,2024-06-06,26-30,60,0.0091,2024-06-06,0.87,720.82,426.34
197769,Noemi Cristina Souza,002.506.536-05,78,289724.0,2024-06-06,76-80,48,0.51,2024-06-06,0.87,8294.19,4296.0
153119,Rosimeri Albernaz Oliveira,869.704.948-29,98,155057.0,2024-06-06,91+,120,2.79,2024-06-06,0.87,5752.08,76.99
173860,Priscila Ferreira Oliveira,013.561.888-69,41,193678.0,2024-06-06,41-45,48,0.0195,2024-06-06,0.87,4975.1,3252.33
110331,Telma Cristina Cristina,842.718.924-91,73,106187.0,2024-06-05,71-75,84,0.33,2024-06-05,0.87,2013.48,739.24
108856,Augusto Souza Sande,980.279.818-59,75,41747.0,2024-06-05,71-75,108,0.33,2024-06-05,0.87,691.69,190.73
105831,Gabriel Sande Cunha,847.574.911-90,92,265156.0,2024-06-05,91+,84,2.79,2024-06-05,0.87,10202.88,498.17
186453,Noemi Souza Oliveira,094.418.566-57,70,284691.0,2024-06-06,66-70,96,0.18,2024-06-06,0.87,4721.4,1732.14
83373,Igor Santos Rodrigues,682.135.728-58,89,225906.0,2024-06-04,86-90,96,1.27,2024-06-04,0.87,5563.02,728.63
114338,José Oliveira Albernaz,130.079.656-16,23,229040.0,2024-06-05,21-25,108,0.0073,2024-06-05,0.87,3290.38,1281.01
118246,Fatima Prenda Sant' Anna,307.437.546-97,26,110535.0,2024-06-05,26-30,36,0.0091,2024-06-05,0.87,3595.22,2623.51
92118,Daniel Cunha Santos,969.515.563-42,60,91559.0,2024-06-04,56-60,72,0.071,2024-06-04,0.87,1756.47,894.9
128224,Maria Oliveira Pereira,964.043.562-79,50,101605.0,2024-06-05,46-50,48,0.033,2024-06-05,0.87,2617.95,1700.46
189078,José Silva Rodrigues,735.285.401-09,38,44950.0,2024-06-06,36-40,72,0.0112,2024-06-06,0.87,845.82,449.72
83313,Telma Pereira Sande,232.133.163-18,86,132961.0,2024-06-04,86-90,36,1.27,2024-06-04,0.87,5334.44,2489.07
149354,Priscila Pereira Oliveira,508.707.335-24,77,164506.0,2024-06-05,76-80,96,0.51,2024-06-05,0.87,3102.51,832.33
16718,João Prenda Souza,763.542.476-92,22,142745.0,2024-06-03,21-25,84,0.0073,2024-06-03,0.87,2408.83,1156.53
151971,Irani Prenda Oliveira,734.562.890-65,81,93873.0,2024-06-06,81-85,36,0.838,2024-06-06,0.87,3512.43,1909.08
42477,João Sant' Anna Matos,718.013.385-07,56,193101.0,2024-06-03,56-60,108,0.071,2024-06-03,0.87,2855.53,1038.45
134791,Telma Matos Oliveira,635.697.594-66,87,94729.0,2024-06-05,86-90,120,1.27,2024-06-05,0.87,2200.6,173.4
120357,Augusto Souza Sant' Anna,742.756.829-04,51,299139.0,2024-06-05,51-55,84,0.05,2024-06-05,0.87,5128.28,2376.2
7399,Samuel Cristina Sande,769.686.815-28,92,218061.0,2024-06-03,91+,96,2.79,2024-06-03,0.87,8242.48,261.45
96385,Carlos Santos Sande,920.416.207-49,19,174058.0,2024-06-04,15-20,36,0.0065,2024-06-04,0.87,5658.79,4133.17
91951,Noemi Oliveira Sande,935.778.824-76,56,46599.0,2024-06-04,56-60,48,0.071,2024-06-04,0.87,1210.99,772.49
54086,Pedro Cristina Ferreira,357.009.658-01,93,155913.0,2024-06-04,91+,108,2.79,2024-06-04,0.87,5826.48,120.06
89987,José Matos Sant' Anna,795.395.438-94,36,141206.0,2024-06-04,36-40,96,0.0112,2024-06-04,0.87,2185.84,941.53
150364,Gabriel Albernaz Cristina,036.411.163-17,85,241089.0,2024-06-06,81-85,96,0.838,2024-06-06,0.87,5126.41,1008.61
137499,Daniel Ferreira Matos,305.722.550-04,68,205617.0,2024-06-05,66-70,120,0.18,2024-06-05,0.87,3021.76,862.78
81407,Carlos Prenda Rodrigues,082.904.304-77,33,169976.0,2024-06-04,31-35,72,0.0095,2024-06-04,0.87,3196.64,1701.7
14837,Maria Santos Silva,678.323.274-30,22,225035.0,2024-06-03,21-25,84,0.0073,2024-06-03,0.87,3797.48,1823.25
190776,Daniel Souza Matos,700.234.790-00,36,142116.0,2024-06-06,36-40,48,0.0112,2024-06-06,0.87,3643.76,2391.43
46783,Gloria Cunha Prenda,187.668.041-59,77,23331.0,2024-06-03,76-80,48,0.51,2024-06-03,0.87,667.92,345.95
23319,Gabriel Cunha Albernaz,357.273.431-27,55,124713.0,2024-06-03,51-55,48,0.05,2024-06-03,0.87,3225.7,2078.34
10743,Rosimeri Souza Souza,956.704.753-72,71,275571.0,2024-06-03,71-75,72,0.33,2024-06-03,0.87,5737.54,2430.69
177023,Samuel Sant' Anna Sande,030.004.918-80,50,192281.0,2024-06-06,46-50,36,0.033,2024-06-06,0.87,6280.11,4543.81
119292,Leticia Santos Silva,798.035.223-88,26,245580.0,2024-06-05,26-30,72,0.0091,2024-06-05,0.87,4617.88,2458.99
