NOME,CPF,IDADE,VALOR_EMPRESTIMO,DATA_EMPRESTIMO,FAIXA_ETARIA,PRAZO_MESES,TAXAS_IDADE,DATA,TAXA_MENSAL_CDI,PRIMEIRA_PARCELA_EMPRESTIMO,AMORTIZACAO,PRIMEIRA_PARCELA_EMPRESTIMO_AUD_CONT,DIFERENÇA_PRIM_PARC
Priscila Maia Oliveira,525.431.842-28,90,132114.0,2024-06-05,86-90,72,1.27,2024-06-05,0.87,3614.930416347426,786.86,3614.1,0.8304163474263078
Marcelo Sant' Anna Maia,294.125.796-91,86,164532.0,2024-06-05,86-90,36,1.27,2024-06-05,0.87,6601.68126631959,3080.1,6601.08,0.6012663195897403
Charles Oliveira Costa,915.575.847-96,89,189915.0,2024-06-05,86-90,48,1.27,2024-06-05,0.87,6369.194554279954,2305.1,6369.28,-0.08544572004575457
Pedro Cristina Souza,312.755.278-50,89,157037.0,2024-06-05,86-90,72,1.27,2024-06-05,0.87,4296.132451362244,935.3,4295.89,0.24245136224362795
Maria Oliveira Prenda,232.324.042-00,88,192001.0,2024-06-05,86-90,36,1.27,2024-06-05,0.87,7702.216908994941,3594.33,7703.15,-0.9330910050584862
Gloria Sant' Anna Matos,194.101.428-30,89,272474.0,2024-06-05,86-90,72,1.27,2024-06-05,0.87,7454.266109708222,1622.84,7453.78,0.4861097082221022
Irani Rodrigues Silva,249.291.787-89,87,232931.0,2024-06-05,86-90,84,1.27,2024-06-05,0.87,5998.488098971585,1012.79,5997.51,0.9780989715845863
Irani Cunha Matos,570.597.728-04,67,177588.0,2024-06-05,66-70,108,0.18,2024-06-05,0.87,2756.55245948314,892.3,2756.97,-0.4175405168598445
Gloria Souza Santos,182.731.438-99,66,233885.0,2024-06-05,66-70,72,0.18,2024-06-05,0.87,4646.2989974331285,2190.01,4645.8,0.498997433128352
Telma Sande Albernaz,572.535.001-05,68,151700.0,2024-06-05,66-70,72,0.18,2024-06-05,0.87,3012.1701987496003,1420.46,3013.31,-1.1398012503996142
Carlos Costa Rodrigues,639.674.907-69,70,279298.0,2024-06-05,66-70,84,0.18,2024-06-05,0.87,5019.156203115201,2087.81,5020.44,-1.2837968847989032
Igor Costa Silva,594.839.811-07,67,271258.0,2024-06-05,66-70,84,0.18,2024-06-05,0.87,4876.5894979514105,2027.71,4875.92,0.6694979514104489
Maria Sande Maia,222.679.067-59,70,135029.0,2024-06-05,66-70,72,0.18,2024-06-05,0.87,2681.1060779907134,1264.36,2682.16,-1.0539220092864525
Leticia Rodrigues Souza,800.733.150-60,66,139205.0,2024-06-05,66-70,84,0.18,2024-06-05,0.87,2501.01344474196,1040.59,2502.24,-1.2265552580397525
Alexandre Cristina Sande,579.662.939-55,67,288224.0,2024-06-05,66-70,72,0.18,2024-06-05,0.87,5726.613470052114,2698.82,5725.17,1.4434700521142076
Gloria Matos Cunha,077.131.500-72,69,264226.0,2024-06-05,66-70,96,0.18,2024-06-05,0.87,4383.465478012203,1607.63,4382.0,1.465478012202766
Pedro Cristina Souza,762.968.582-30,69,211174.0,2024-06-05,66-70,36,0.18,2024-06-05,0.87,7073.418900344143,4857.34,7074.67,-1.2510996558567058
Samuel Maia Sande,716.002.214-91,69,226025.0,2024-06-05,66-70,96,0.18,2024-06-05,0.87,3748.448163337463,1375.21,3748.47,-0.021836662536770746
Gloria Sande Sant' Anna,644.287.436-29,69,178798.0,2024-06-05,66-70,108,0.18,2024-06-05,0.87,2776.8784293888,898.38,2775.76,1.1184293887999956
Carlos Costa Albernaz,323.332.744-76,68,263976.0,2024-06-05,66-70,36,0.18,2024-06-05,0.87,8843.828877705697,6071.87,8843.62,0.208877705696068
Irani Sant' Anna Maia,841.483.055-24,69,143790.0,2024-06-05,66-70,60,0.18,2024-06-05,0.87,3241.709842405274,1732.51,3242.3,-0.5901575947264064
Alexandre Silva Santos,576.642.752-29,68,20519.0,2024-06-05,66-70,84,0.18,2024-06-05,0.87,367.41760068845406,153.38,368.83,-1.4123993115459257
Augusto Santos Prenda,025.204.115-11,67,185655.0,2024-06-05,66-70,36,0.18,2024-06-05,0.87,6221.016076684228,4270.36,6219.74,1.2760766842284283
Augusto Cunha Souza,143.707.278-04,40,57998.0,2024-06-05,36-40,36,0.0112,2024-06-05,0.87,1886.9900175969844,1376.03,1887.11,-0.11998240301545593
José Rodrigues Santos,671.991.337-90,40,144472.0,2024-06-05,36-40,108,0.0112,2024-06-05,0.87,2080.6360382865537,806.09,2079.18,1.4560382865538486
Gloria Sande Souza,124.578.240-10,39,143101.0,2024-06-05,36-40,48,0.0112,2024-06-05,0.87,3669.914455002559,2408.0,3669.01,0.9044550025587341
Leticia Sande Cunha,997.804.741-70,38,204135.0,2024-06-05,36-40,108,0.0112,2024-06-05,0.87,2937.7947973870205,1138.99,2937.83,-0.03520261297944671
Maria Matos Albernaz,738.652.340-89,40,38061.0,2024-06-05,36-40,72,0.0112,2024-06-05,0.87,715.1111145108866,380.8,716.19,-1.0788854891134179
Igor Pereira Rodrigues,069.318.468-09,36,276885.0,2024-06-05,36-40,36,0.0112,2024-06-05,0.87,9007.703171960997,6569.25,9009.16,-1.456828039003085
Carlos Sant' Anna Sant' Anna,355.044.635-72,40,94302.0,2024-06-05,36-40,120,0.0112,2024-06-05,0.87,1276.3428290339778,445.41,1276.4,-0.05717096602234051
Augusto Rodrigues Rodrigues,821.561.607-08,37,22392.0,2024-06-05,36-40,48,0.0112,2024-06-05,0.87,573.0359594997103,376.8,574.12,-1.0840405002896887
Samuel Prenda Maia,528.623.341-46,40,285599.0,2024-06-05,36-40,36,0.0112,2024-06-05,0.87,9292.838567198763,6775.99,9292.69,0.14856719876297575
Priscila Sande Ferreira,624.987.959-52,39,185827.0,2024-06-05,36-40,108,0.0112,2024-06-05,0.87,2674.682942182539,1036.84,2674.35,0.33294218253922736
Augusto Costa Costa,942.744.093-76,37,176372.0,2024-06-05,36-40,96,0.0112,2024-06-05,0.87,2731.5921290623864,1176.01,2730.2,1.3921290623866298
Gabriel Cunha Santos,104.842.726-91,38,163290.0,2024-06-05,36-40,60,0.0112,2024-06-05,0.87,3515.082267522041,2076.85,3515.76,-0.6777324779591254
José Oliveira Oliveira,747.217.897-77,36,80861.0,2024-06-05,36-40,96,0.0112,2024-06-05,0.87,1251.449987038909,539.16,1251.71,-0.26001296109097893
Priscila Rodrigues Prenda,449.379.037-72,38,223338.0,2024-06-05,36-40,48,0.0112,2024-06-05,0.87,5724.923219522374,3758.19,5726.24,-1.316780477625798
Gloria Ferreira Ferreira,293.507.603-63,39,284899.0,2024-06-05,36-40,84,0.0112,2024-06-05,0.87,4815.193175134387,2304.11,4814.64,0.5531751343869473
José Cunha Maia,984.260.743-75,40,57226.0,2024-06-05,36-40,120,0.0112,2024-06-05,0.87,774.3126107098615,270.28,774.56,-0.24738929013847155
Noemi Souza Cristina,001.277.216-06,59,96913.0,2024-06-05,56-60,108,0.071,2024-06-05,0.87,1432.0183433177262,521.18,1433.13,-1.1116566822738605
João Matos Oliveira,269.955.117-19,57,130570.0,2024-06-05,56-60,108,0.071,2024-06-05,0.87,1930.249899393527,702.18,1930.84,-0.5901006064730154
Maria Ferreira Matos,946.362.396-52,57,280024.0,2024-06-05,56-60,120,0.071,2024-06-05,0.87,3904.400748081212,1268.73,3903.76,0.6407480812117683
Gloria Matos Oliveira,338.900.659-10,60,186101.0,2024-06-05,56-60,120,0.071,2024-06-05,0.87,2595.4646906635253,843.19,2594.4,1.064690663525198
Noemi Ferreira Ferreira,994.557.261-06,56,142540.0,2024-06-05,56-60,108,0.071,2024-06-05,0.87,2106.9595684028145,766.55,2107.85,-0.8904315971853975
Ana Cristina Pereira,807.727.712-86,58,61753.0,2024-06-05,56-60,60,0.071,2024-06-05,0.87,1351.8698603317246,770.57,1351.67,0.19986033172449424
Fatima Ferreira Prenda,392.160.845-70,60,71020.0,2024-06-05,56-60,48,0.071,2024-06-05,0.87,1845.5278461767905,1177.34,1845.64,-0.11215382320960998
João Ferreira Maia,824.586.963-50,60,150360.0,2024-06-05,56-60,84,0.071,2024-06-05,0.87,2597.686024228566,1182.78,2597.67,0.0160242285660388
Priscila Souza Rodrigues,940.566.443-30,60,140505.0,2024-06-05,56-60,72,0.071,2024-06-05,0.87,2695.884067076446,1373.29,2695.44,0.4440670764461174
José Silva Oliveira,371.325.727-25,60,121935.0,2024-06-05,56-60,108,0.071,2024-06-05,0.87,1803.7660634758265,655.74,1803.15,0.6160634758264223
Augusto Matos Sant' Anna,997.274.554-68,56,280725.0,2024-06-05,56-60,120,0.071,2024-06-05,0.87,3914.936929379705,1271.91,3913.53,1.4069293797047067
João Oliveira Santos,024.039.760-67,57,285475.0,2024-06-05,56-60,84,0.071,2024-06-05,0.87,4932.095056433559,2245.65,4931.97,0.12505643355871143
Pedro Sande Cunha,955.899.378-68,18,205303.0,2024-06-05,15-20,60,0.0065,2024-06-05,0.87,4413.37356456552,2615.11,4414.59,-1.216435434480445
Noemi Cristina Albernaz,861.323.275-25,20,81261.0,2024-06-05,15-20,84,0.0065,2024-06-05,0.87,1371.059075158958,658.63,1370.88,0.17907515895785764
Irani Cristina Maia,391.668.461-29,20,169444.0,2024-06-05,15-20,96,0.0065,2024-06-05,0.87,2618.820273894908,1132.67,2617.85,0.9702738949081322
Leticia Rodrigues Maia,998.674.486-50,20,71945.0,2024-06-05,15-20,72,0.0065,2024-06-05,0.87,1352.4570744291457,721.11,1351.71,0.7470744291456413
Telma Maia Prenda,557.279.004-41,18,162566.0,2024-06-05,15-20,72,0.0065,2024-06-05,0.87,3055.1420134940904,1629.42,3054.31,0.8320134940904609
Priscila Silva Rodrigues,689.157.776-46,20,144173.0,2024-06-05,15-20,72,0.0065,2024-06-05,0.87,2707.94948086444,1445.06,2708.74,-0.7905191355598618
Ana Sande Santos,186.848.274-06,19,82066.0,2024-06-05,15-20,60,0.0065,2024-06-05,0.87,1764.0030783280624,1045.34,1764.65,-0.6469216719376618
Noemi Sant' Anna Sande,710.491.572-90,20,206990.0,2024-06-05,15-20,36,0.0065,2024-06-05,0.87,6729.63920854844,4915.17,6729.44,0.1992085484407653
Carlos Pereira Rodrigues,461.733.361-46,76,81332.0,2024-06-05,76-80,72,0.51,2024-06-05,0.87,1788.73167543958,667.03,1789.41,-0.6783245604201511
Pedro Costa Cristina,773.097.848-20,76,78819.0,2024-06-05,76-80,120,0.51,2024-06-05,0.87,1347.8698902181593,260.26,1347.96,-0.09010978184073792
Ana Rodrigues Silva,508.036.231-60,80,87846.0,2024-06-05,76-80,60,0.51,2024-06-05,0.87,2161.243506758267,950.2,2162.47,-1.2264932417328964
Gabriel Costa Sande,908.582.478-87,76,69856.0,2024-06-05,76-80,72,0.51,2024-06-05,0.87,1538.040904099009,572.91,1536.92,1.1209040990088397
Carlos Sande Sande,300.947.590-06,76,231413.0,2024-06-05,76-80,108,0.51,2024-06-05,0.87,4135.508407660797,940.96,4134.46,1.0484076607972383
Daniel Cristina Prenda,145.457.620-00,79,163845.0,2024-06-05,76-80,36,0.51,2024-06-05,0.87,5805.867512134578,3544.65,5805.71,0.15751213457770064
Gabriel Souza Pereira,821.124.403-90,77,80683.0,2024-06-05,76-80,84,0.51,2024-06-05,0.87,1627.9616268879934,514.94,1628.37,-0.4083731120065295
Gabriel Silva Silva,658.295.607-80,76,101286.0,2024-06-05,76-80,72,0.51,2024-06-05,0.87,2228.6989030818067,830.68,2228.43,0.26890308180691136
Gloria Sant' Anna Matos,032.671.902-40,76,243089.0,2024-06-05,76-80,108,0.51,2024-06-05,0.87,4344.387472069139,988.44,4343.07,1.3174720691395123
Marcelo Maia Albernaz,857.298.701-08,77,242302.0,2024-06-05,76-80,108,0.51,2024-06-05,0.87,4327.800200340055,985.24,4329.01,-1.2097996599450198
Irani Albernaz Albernaz,229.279.083-11,77,151257.0,2024-06-05,76-80,84,0.51,2024-06-05,0.87,3051.6956708130897,965.37,3052.72,-1.0243291869101085
Carlos Santos Sande,119.887.821-55,76,57525.0,2024-06-05,76-80,108,0.51,2024-06-05,0.87,1027.578644447267,233.9,1027.75,-0.17135555273307546
Daniel Costa Oliveira,898.706.572-30,80,101417.0,2024-06-05,76-80,72,0.51,2024-06-05,0.87,2231.925874972506,831.76,2231.31,0.6158749725059351
Daniel Santos Silva,462.728.416-04,79,75122.0,2024-06-05,76-80,72,0.51,2024-06-05,0.87,1653.2103614986486,616.1,1652.78,0.4303614986486082
Irani Prenda Pereira,923.869.609-86,79,267724.0,2024-06-05,76-80,36,0.51,2024-06-05,0.87,9487.447856728326,5791.98,9486.57,0.8778567283261509
Fatima Costa Sande,908.437.637-44,80,68146.0,2024-06-05,76-80,60,0.51,2024-06-05,0.87,1677.835091645762,737.11,1677.52,0.31509164576209514
Rosimeri Costa Albernaz,227.538.253-43,79,162514.0,2024-06-05,76-80,36,0.51,2024-06-05,0.87,5759.178163483941,3515.85,5758.54,0.6381634839408434
Igor Souza Silva,256.833.863-65,78,47466.0,2024-06-05,76-80,96,0.51,2024-06-05,0.87,896.521943883923,240.16,895.19,1.3319438839229178
Fatima Sant' Anna Costa,257.789.244-61,82,140460.0,2024-06-06,81-85,48,0.838,2024-06-06,0.87,4311.355822398144,1912.4,4311.46,-0.1041776018564633
Irani Costa Pereira,436.582.869-03,83,59008.0,2024-06-06,81-85,60,0.838,2024-06-06,0.87,1580.3903744692157,571.82,1579.68,0.7103744692155942
Marcelo Santos Cunha,080.986.631-59,83,71339.0,2024-06-06,81-85,72,0.838,2024-06-06,0.87,1728.076205774926,510.87,1729.34,-1.2637942250739798
Ana Souza Oliveira,728.461.849-33,82,31682.0,2024-06-06,81-85,72,0.838,2024-06-06,0.87,768.4806044504209,226.88,768.01,0.47060445042086485
Leticia Maia Ferreira,934.947.102-79,85,235695.0,2024-06-06,81-85,60,0.838,2024-06-06,0.87,6309.051833696846,2284.03,6309.7,-0.64816630315363
Maria Sant' Anna Sant' Anna,524.847.702-60,85,66714.0,2024-06-06,81-85,60,0.838,2024-06-06,0.87,1786.7548805438164,646.5,1785.98,0.7748805438163799
Gloria Santos Albernaz,552.074.576-59,82,250119.0,2024-06-06,81-85,96,0.838,2024-06-06,0.87,5317.264092794544,1046.39,5318.42,-1.1559072054560602
Telma Silva Santos,511.125.977-51,85,81395.0,2024-06-06,81-85,96,0.838,2024-06-06,0.87,1732.2376794131117,340.52,1730.75,1.487679413111664
Marcelo Cunha Ferreira,300.730.055-09,81,241723.0,2024-06-06,81-85,96,0.838,2024-06-06,0.87,5139.696257820512,1011.26,5139.89,-0.1937421794882539
Igor Prenda Pereira,368.889.706-47,82,276849.0,2024-06-06,81-85,60,0.838,2024-06-06,0.87,7410.695149182026,2682.84,7411.42,-0.7248508179736746
Noemi Rodrigues Souza,797.689.535-43,81,230477.0,2024-06-06,81-85,120,0.838,2024-06-06,0.87,4529.665898818005,593.6,4530.15,-0.48410118199444696
Gloria Sande Albernaz,905.853.779-01,83,159475.0,2024-06-06,81-85,48,0.838,2024-06-06,0.87,4895.479212859033,2171.3,4895.13,0.3492128590332868
Irani Costa Santos,440.901.060-36,84,149123.0,2024-06-06,81-85,60,0.838,2024-06-06,0.87,3993.4041641601207,1445.1,3992.12,1.2841641601207812
Irani Oliveira Sande,921.547.289-44,97,211532.0,2024-06-06,91+,108,2.79,2024-06-06,0.87,7904.011219090195,162.89,7904.96,-0.948780909805464
Rosimeri Cristina Albernaz,474.913.223-36,94,49601.0,2024-06-06,91+,108,2.79,2024-06-06,0.87,1854.5013486328048,38.19,1853.59,0.9113486328049021
Rosimeri Sant' Anna Rodrigues,581.006.327-66,94,77700.0,2024-06-06,91+,72,2.79,2024-06-06,0.87,3075.7975394474533,231.12,3074.94,0.8575394474532914
Pedro Costa Maia,690.040.198-80,99,269606.0,2024-06-06,91+,120,2.79,2024-06-06,0.87,10002.63171465886,133.88,10001.46,1.1717146588616743
Leticia Sant' Anna Prenda,989.128.007-10,95,93377.0,2024-06-06,91+,36,2.79,2024-06-06,0.87,4708.235942883105,1290.84,4708.44,-0.2040571168945462
Priscila Silva Oliveira,045.474.371-81,95,62551.0,2024-06-06,91+,96,2.79,2024-06-06,0.87,2365.4772035784786,74.99,2364.36,1.1172035784784384
Ana Sande Silva,656.576.016-02,97,229413.0,2024-06-06,91+,72,2.79,2024-06-06,0.87,9078.19792258076,682.38,9078.9,-0.7020774192387762
Samuel Costa Sant' Anna,525.540.655-43,91,192162.0,2024-06-06,91+,36,2.79,2024-06-06,0.87,9690.428835046396,2656.45,9689.58,0.8488350463958341
Pedro Rodrigues Oliveira,619.591.768-03,98,122435.0,2024-06-06,91+,96,2.79,2024-06-06,0.87,4628.717246843338,146.8,4627.92,0.7972468433381437
Rosimeri Albernaz Santos,298.524.336-01,98,70047.0,2024-06-06,91+,48,2.79,2024-06-06,0.87,3119.821558106288,555.54,3119.26,0.5615581062879755
Leticia Souza Albernaz,312.464.355-00,94,152844.0,2024-06-06,91+,120,2.79,2024-06-06,0.87,5670.6739245395165,75.9,5669.99,0.6839245395167382
Igor Matos Souza,170.242.085-03,97,21813.0,2024-06-06,91+,60,2.79,2024-06-06,0.87,902.0723080524692,104.45,902.81,-0.7376919475307204
Rosimeri Cristina Sande,073.416.567-60,98,134649.0,2024-06-06,91+,60,2.79,2024-06-06,0.87,5573.359643646031,644.78,5572.93,0.42964364603085414
Pedro Sant' Anna Souza,412.626.564-35,93,112920.0,2024-06-06,91+,84,2.79,2024-06-06,0.87,4345.304516017683,212.16,4345.03,0.2745160176837089
Samuel Silva Maia,717.473.204-63,97,293155.0,2024-06-06,91+,48,2.79,2024-06-06,0.87,13053.21491437844,2324.99,13054.46,-1.2450856215582462
Priscila Sant' Anna Prenda,639.904.127-95,91,83819.0,2024-06-06,91+,108,2.79,2024-06-06,0.87,3132.659291526115,64.54,3132.32,0.3392915261147209
Irani Oliveira Santos,075.528.386-47,97,260321.0,2024-06-06,91+,72,2.79,2024-06-06,0.87,10303.515045682389,774.31,10302.06,1.4550456823890272
Alexandre Sande Prenda,219.081.279-88,93,237416.0,2024-06-06,91+,120,2.79,2024-06-06,0.87,8808.465936233117,117.89,8807.32,1.1459362331170269
Irani Prenda Rodrigues,218.733.812-63,94,58502.0,2024-06-06,91+,48,2.79,2024-06-06,0.87,2606.292557751069,463.98,2605.15,1.1425577510690346
Samuel Souza Oliveira,640.445.950-70,98,137079.0,2024-06-06,91+,48,2.79,2024-06-06,0.87,6103.806640689002,1087.16,6104.25,-0.44335931099794834
José Oliveira Prenda,211.038.660-60,94,184518.0,2024-06-06,91+,108,2.79,2024-06-06,0.87,6896.191609840889,142.09,6895.45,0.7416098408893959
Igor Rodrigues Matos,334.113.753-02,91,236489.0,2024-06-06,91+,72,2.79,2024-06-06,0.87,9359.919397209358,703.42,9358.92,0.9993972093579941
Priscila Cunha Sant' Anna,850.586.901-01,94,250957.0,2024-06-06,91+,60,2.79,2024-06-06,0.87,10385.287269861916,1201.73,10386.76,-1.4727301380844438
Noemi Sande Cristina,918.095.293-36,91,139450.0,2024-06-06,91+,120,2.79,2024-06-06,0.87,5172.969373370852,69.25,5173.12,-0.15062662914806424
Alexandre Rodrigues Costa,984.203.886-61,71,74094.0,2024-06-06,71-75,120,0.33,2024-06-06,0.87,1168.5759091425848,279.19,1168.32,0.2559091425848692
Leticia Souza Rodrigues,317.300.087-04,72,36897.0,2024-06-06,71-75,72,0.33,2024-06-06,0.87,766.8478877392332,325.46,768.22,-1.3721122607668121
Charles Sande Souza,205.483.054-20,73,215892.0,2024-06-06,71-75,72,0.33,2024-06-06,0.87,4494.93171803671,1904.29,4494.99,-0.058281963290028216
Gabriel Silva Ferreira,731.848.715-92,74,269156.0,2024-06-06,71-75,84,0.33,2024-06-06,0.87,5102.183963717697,1873.78,5103.65,-1.4660362823024116
João Ferreira Prenda,181.373.008-30,71,290202.0,2024-06-06,71-75,84,0.33,2024-06-06,0.87,5503.811552331659,2020.3,5502.72,1.0915523316589315
Carlos Cristina Sant' Anna,737.612.839-54,71,184585.0,2024-06-06,71-75,120,0.33,2024-06-06,0.87,2910.9504823231327,695.53,2910.55,0.4004823231325645
Fatima Maia Costa,938.032.585-10,73,284790.0,2024-06-06,71-75,84,0.33,2024-06-06,0.87,5400.471650320264,1982.61,5400.09,0.3816503202642707
Gabriel Sant' Anna Rodrigues,949.171.691-35,72,250303.0,2024-06-06,71-75,108,0.33,2024-06-06,0.87,4148.360273836215,1143.56,4147.2,1.1602738362153104
Pedro Souza Souza,045.902.105-25,75,97463.0,2024-06-06,71-75,48,0.33,2024-06-06,0.87,2683.1764264206126,1513.36,2682.92,0.2564264206125699
Priscila Cunha Oliveira,897.013.143-44,72,35314.0,2024-06-06,71-75,60,0.33,2024-06-06,0.87,828.9895309266917,405.27,829.04,-0.05046907330824979
Samuel Prenda Prenda,032.879.531-33,75,174383.0,2024-06-06,71-75,60,0.33,2024-06-06,0.87,4094.144401308256,2001.24,4093.84,0.30440130825581946
Gabriel Maia Sande,264.454.458-02,75,141823.0,2024-06-06,71-75,36,0.33,2024-06-06,0.87,4874.107097754304,3172.89,4874.77,-0.6629022456963867
Noemi Santos Ferreira,453.587.683-51,73,180224.0,2024-06-06,71-75,108,0.33,2024-06-06,0.87,2984.5803393152064,823.39,2986.08,-1.4996606847935254
João Cunha Cristina,919.850.521-13,75,139857.0,2024-06-06,71-75,96,0.33,2024-06-06,0.87,2462.8512001753456,783.19,2461.47,1.381200175345839
Ana Souza Matos,790.161.582-60,75,62018.0,2024-06-06,71-75,96,0.33,2024-06-06,0.87,1091.806408383726,347.29,1091.51,0.296408383725975
Samuel Sande Silva,863.148.173-40,72,63258.0,2024-06-06,71-75,72,0.33,2024-06-06,0.87,1316.4755379206956,557.97,1317.07,-0.5944620793043214
Ana Sande Sant' Anna,071.862.959-08,71,155898.0,2024-06-06,71-75,108,0.33,2024-06-06,0.87,2583.1120075982417,712.25,2583.03,0.08200759824148918
Leticia Pereira Cristina,137.868.128-29,61,276797.0,2024-06-06,61-65,84,0.111,2024-06-06,0.87,4851.442615007894,2137.16,4852.54,-1.0973849921056171
Fatima Silva Cunha,123.442.540-80,63,56741.0,2024-06-06,61-65,120,0.111,2024-06-06,0.87,807.1088267241728,249.98,806.61,0.49882672417277263
Rosimeri Matos Sande,921.328.229-05,64,96014.0,2024-06-06,61-65,84,0.111,2024-06-06,0.87,1682.581628237827,741.32,1683.22,-0.6383717621729375
Pedro Albernaz Sant' Anna,658.000.204-26,64,214375.0,2024-06-06,61-65,84,0.111,2024-06-06,0.87,3758.776021544247,1655.2,3758.22,0.5560215442474146
Gabriel Prenda Maia,701.912.297-33,61,272506.0,2024-06-06,61-65,60,0.111,2024-06-06,0.87,6029.3240847890165,3357.12,6030.4,-1.075915210983112
Alexandre Sant' Anna Pereira,989.592.699-56,61,112761.0,2024-06-06,61-65,120,0.111,2024-06-06,0.87,1604.4127520529205,496.78,1602.97,1.4427520529204685
Carlos Sande Ferreira,453.525.065-09,63,23331.0,2024-06-06,61-65,96,0.111,2024-06-06,0.87,377.04275056130126,147.4,376.28,0.7627505613012886
Pedro Rodrigues Albernaz,126.356.483-60,63,107660.0,2024-06-06,61-65,108,0.111,2024-06-06,0.87,1621.865605758199,564.78,1620.92,0.945605758199008
Daniel Oliveira Oliveira,210.090.909-68,62,175144.0,2024-06-06,61-65,36,0.111,2024-06-06,0.87,5798.964306135114,4080.07,5798.23,0.7343061351148208
Priscila Sande Silva,108.383.326-09,63,34210.0,2024-06-06,61-65,48,0.111,2024-06-06,0.87,896.6348175835701,561.46,897.06,-0.4251824164298341
Samuel Santos Maia,749.975.496-06,65,20711.0,2024-06-06,61-65,108,0.111,2024-06-06,0.87,312.9730575667109,108.65,311.82,1.1530575667109133
Augusto Pereira Albernaz,028.401.785-08,65,279545.0,2024-06-06,61-65,36,0.111,2024-06-06,0.87,9254.006236829904,6512.14,9254.48,-0.47376317009548075
Marcelo Santos Ferreira,778.629.772-38,63,259980.0,2024-06-06,61-65,60,0.111,2024-06-06,0.87,5752.636704778383,3202.8,5753.2,-0.5632952216164995
Carlos Pereira Souza,077.285.719-90,62,58705.0,2024-06-06,61-65,120,0.111,2024-06-06,0.87,835.6418523260735,258.63,834.53,1.1118523260735174
Pedro Silva Pereira,769.122.699-31,61,43922.0,2024-06-06,61-65,84,0.111,2024-06-06,0.87,768.6019457930986,339.13,770.0,-1.3980542069014064
Gabriel Matos Cristina,321.861.195-44,61,106861.0,2024-06-06,61-65,120,0.111,2024-06-06,0.87,1520.3766454765066,470.78,1519.09,1.286645476506692
Rosimeri Santos Rodrigues,673.545.419-74,23,243614.0,2024-06-06,21-25,84,0.0073,2024-06-06,0.87,4110.135057302184,1973.77,4111.0,-0.8649426978163319
Noemi Souza Prenda,822.108.687-85,24,277025.0,2024-06-06,21-25,60,0.0073,2024-06-06,0.87,5957.315077820789,3527.8,5958.14,-0.8249221792111712
Noemi Cunha Ferreira,372.186.980-00,25,73233.0,2024-06-06,21-25,96,0.0073,2024-06-06,0.87,1132.742218575207,489.33,1131.8,0.9422185752071073
Daniel Matos Sant' Anna,031.517.409-95,25,146034.0,2024-06-06,21-25,120,0.0073,2024-06-06,0.87,1972.404470624857,691.61,1972.77,-0.36552937514306905
Igor Souza Souza,214.380.792-90,25,289279.0,2024-06-06,21-25,120,0.0073,2024-06-06,0.87,3906.538065359253,1370.02,3907.86,-1.3219346407472585
Augusto Pereira Matos,685.840.438-45,25,88608.0,2024-06-06,21-25,72,0.0073,2024-06-06,0.87,1664.773485139693,887.85,1665.21,-0.43651486030694286
Alexandre Santos Maia,574.575.074-00,25,187242.0,2024-06-06,21-25,120,0.0073,2024-06-06,0.87,2530.3294639858354,886.77,2529.44,0.8894639858353912
Augusto Souza Costa,060.243.515-34,24,208818.0,2024-06-06,21-25,96,0.0073,2024-06-06,0.87,3227.9720440145843,1395.27,3227.23,0.7420440145842804
Priscila Sant' Anna Sande,711.225.957-60,22,298178.0,2024-06-06,21-25,48,0.0073,2024-06-06,0.87,7639.359895447663,5022.42,7638.34,1.0198954476627478
Augusto Cunha Souza,371.418.353-18,25,198663.0,2024-06-06,21-25,72,0.0073,2024-06-06,0.87,3732.13391698522,1990.6,3733.47,-1.336083014779888
Augusto Albernaz Matos,500.442.985-52,22,204546.0,2024-06-06,21-25,36,0.0073,2024-06-06,0.87,6649.83541938313,4856.43,6650.91,-1.0745806168697527
José Matos Pereira,903.702.031-35,24,116663.0,2024-06-06,21-25,72,0.0073,2024-06-06,0.87,2191.245295794768,1168.97,2192.45,-1.204704205231792
Daniel Prenda Maia,239.170.853-05,22,253823.0,2024-06-06,21-25,108,0.0073,2024-06-06,0.87,3645.719091193339,1419.62,3646.41,-0.6909088066609002
Rosimeri Matos Silva,334.893.307-22,25,51003.0,2024-06-06,21-25,36,0.0073,2024-06-06,0.87,1658.8977735025564,1210.94,1658.39,0.507773502556347
José Prenda Silva,887.425.434-28,23,126340.0,2024-06-06,21-25,48,0.0073,2024-06-06,0.87,3237.5271977416533,2128.04,3236.42,1.1071977416531809
José Oliveira Rodrigues,721.987.855-95,25,137259.0,2024-06-06,21-25,72,0.0073,2024-06-06,0.87,2578.791184865759,1375.34,2579.51,-0.7188151342411402
Gloria Maia Silva,949.963.691-91,24,268671.0,2024-06-06,21-25,120,0.0073,2024-06-06,0.87,3630.010693447697,1272.42,3629.47,0.540693447697322
Noemi Oliveira Costa,887.891.658-70,24,26771.0,2024-06-06,21-25,84,0.0073,2024-06-06,0.87,452.0183881870504,216.9,451.76,0.2583881870504001
Igor Santos Santos,439.114.770-07,28,181051.0,2024-06-06,26-30,72,0.0091,2024-06-06,0.87,3404.07274370799,1812.86,3404.48,-0.40725629201006086
